gene_name	cell_line	aCount	bCount	totalCount	allelic_exp	minor_exp	label	XCI	cat_final
SLC16A2	CE	0	100	100	monoallelic	0.0	CE_2	inactive	unchanged
SLC16A2	CE	0	112	112	monoallelic	0.0	CE_3	inactive	unchanged
SLC16A2	F002	1	202	203	monoallelic	0.004926108	F002_1	inactive	unchanged
SLC16A2	F002	0	129	129	monoallelic	0.0	F002_2	inactive	unchanged
SLC16A2	F002	0	151	151	monoallelic	0.0	F002_3	inactive	unchanged
SLC25A43	ASD	46	0	46	monoallelic	0.0	ASD_1	inactive	unchanged
SLC25A43	ASD	22	0	22	monoallelic	0.0	ASD_2	inactive	unchanged
SLC25A43	ASD	45	0	45	monoallelic	0.0	ASD_3	inactive	unchanged
SLC25A43	CD	0	27	27	monoallelic	0.0	CD_1	inactive	unchanged
SLC25A43	CD	0	22	22	monoallelic	0.0	CD_2	inactive	unchanged
SLC25A43	CD	0	28	28	monoallelic	0.0	CD_3	inactive	unchanged
SLC25A43	CE	20	0	20	monoallelic	0.0	CE_1	inactive	unchanged
SLC25A43	CE	24	0	24	monoallelic	0.0	CE_2	inactive	unchanged
SLC25A43	CE	26	0	26	monoallelic	0.0	CE_3	inactive	unchanged
SLC25A43	F002	57	0	57	monoallelic	0.0	F002_1	inactive	unchanged
SLC25A43	F002	67	0	67	monoallelic	0.0	F002_2	inactive	unchanged
SLC25A43	F002	33	0	33	monoallelic	0.0	F002_3	inactive	unchanged
SLC25A5	ASD	4395	0	4395	monoallelic	0.0	ASD_1	inactive	unchanged
SLC25A5	ASD	3940	0	3940	monoallelic	0.0	ASD_2	inactive	unchanged
SLC25A5	ASD	4361	0	4361	monoallelic	0.0	ASD_3	inactive	unchanged
SLC25A5	F002	4673	0	4673	monoallelic	0.0	F002_1	inactive	unchanged
SLC25A5	F002	3898	0	3898	monoallelic	0.0	F002_2	inactive	unchanged
SLC25A5	F002	4246	1	4247	monoallelic	0.00023546	F002_3	inactive	unchanged
SLC7A3	F002	1098	2	1100	monoallelic	0.001818182	F002_1		unchanged
SLC7A3	F002	722	1	723	monoallelic	0.001383126	F002_2		unchanged
SLC7A3	F002	695	0	695	monoallelic	0.0	F002_3		unchanged
SLC9A7	ASD	47	0	47	monoallelic	0.0	ASD_1	inactive	unchanged
SLC9A7	ASD	42	0	42	monoallelic	0.0	ASD_2	inactive	unchanged
SLC9A7	ASD	41	0	41	monoallelic	0.0	ASD_3	inactive	unchanged
SLC9A7	CD	33	41	74	biallelic	0.445945946	CD_1	inactive	unchanged
SLC9A7	CD	36	57	93	biallelic	0.387096774	CD_2	inactive	unchanged
SLC9A7	CD	48	69	117	biallelic	0.41025641	CD_3	inactive	unchanged
SLC9A7	CE	23	0	23	monoallelic	0.0	CE_1	inactive	unchanged
SLC9A7	CE	31	0	31	monoallelic	0.0	CE_2	inactive	unchanged
SLC9A7	CE	43	0	43	monoallelic	0.0	CE_3	inactive	unchanged
SLC9A7	F002	31	0	31	monoallelic	0.0	F002_1	inactive	unchanged
SLC9A7	F002	33	0	33	monoallelic	0.0	F002_2	inactive	unchanged
SLC9A7	F002	37	0	37	monoallelic	0.0	F002_3	inactive	unchanged
SLC9A7	F7cl15	0	43	43	monoallelic	0.0	F7cl15_1	inactive	unchanged
SLC9A7	F7cl15	0	46	46	monoallelic	0.0	F7cl15_2	inactive	unchanged
SLC9A7	F7cl15	0	74	74	monoallelic	0.0	F7cl15_3	inactive	unchanged
SLC9A7	F7cl4	0	38	38	monoallelic	0.0	F7cl4_1	inactive	unchanged
SLC9A7	F7cl4	0	60	60	monoallelic	0.0	F7cl4_2	inactive	unchanged
SLC9A7	F7cl4	0	44	44	monoallelic	0.0	F7cl4_3	inactive	unchanged
SMC1A	F7cl15	0	308	308	monoallelic	0.0	F7cl15_1	escape	unchanged
SMC1A	F7cl15	0	318	318	monoallelic	0.0	F7cl15_2	escape	unchanged
SMC1A	F7cl15	0	333	333	monoallelic	0.0	F7cl15_3	escape	unchanged
SMC1A	F7cl4	0	374	374	monoallelic	0.0	F7cl4_1	escape	unchanged
SMC1A	F7cl4	0	321	321	monoallelic	0.0	F7cl4_2	escape	unchanged
SMC1A	F7cl4	0	286	286	monoallelic	0.0	F7cl4_3	escape	unchanged
SOWAHD	ASD	0	52	52	monoallelic	0.0	ASD_1		unchanged
SOWAHD	ASD	0	63	63	monoallelic	0.0	ASD_2		unchanged
SOWAHD	ASD	0	79	79	monoallelic	0.0	ASD_3		unchanged
SOWAHD	CD	61	0	61	monoallelic	0.0	CD_1		unchanged
SOWAHD	CD	54	1	55	monoallelic	0.018181818	CD_2		unchanged
SOWAHD	CD	68	0	68	monoallelic	0.0	CD_3		unchanged
SOWAHD	CE	0	66	66	monoallelic	0.0	CE_1		unchanged
SOWAHD	CE	0	47	47	monoallelic	0.0	CE_2		unchanged
SOWAHD	CE	0	86	86	monoallelic	0.0	CE_3		unchanged
SYN1	CD	0	326	326	monoallelic	0.0	CD_1	inactive	unchanged
SYN1	CD	1	279	280	monoallelic	0.003571429	CD_2	inactive	unchanged
SYN1	CD	0	221	221	monoallelic	0.0	CD_3	inactive	unchanged
SYN1	CE	218	0	218	monoallelic	0.0	CE_1	inactive	unchanged
SYN1	CE	221	0	221	monoallelic	0.0	CE_2	inactive	unchanged
SYN1	CE	237	0	237	monoallelic	0.0	CE_3	inactive	unchanged
SYN1	F7cl15	161	0	161	monoallelic	0.0	F7cl15_1	inactive	unchanged
SYN1	F7cl15	154	0	154	monoallelic	0.0	F7cl15_2	inactive	unchanged
SYN1	F7cl15	172	0	172	monoallelic	0.0	F7cl15_3	inactive	unchanged
SYN1	F7cl4	197	0	197	monoallelic	0.0	F7cl4_1	inactive	unchanged
SYN1	F7cl4	231	0	231	monoallelic	0.0	F7cl4_2	inactive	unchanged
SYN1	F7cl4	211	0	211	monoallelic	0.0	F7cl4_3	inactive	unchanged
TBC1D25	F7cl15	18	0	18	monoallelic	0.0	F7cl15_1	inactive	unchanged
TBC1D25	F7cl15	24	0	24	monoallelic	0.0	F7cl15_2	inactive	unchanged
TBC1D25	F7cl15	35	0	35	monoallelic	0.0	F7cl15_3	inactive	unchanged
TBC1D25	F7cl4	39	0	39	monoallelic	0.0	F7cl4_1	inactive	unchanged
TBC1D25	F7cl4	34	0	34	monoallelic	0.0	F7cl4_2	inactive	unchanged
TBC1D25	F7cl4	40	0	40	monoallelic	0.0	F7cl4_3	inactive	unchanged
TCEANC	ASD	0	14	14	monoallelic	0.0	ASD_1	escape	sporadic up
TCEANC	F7cl15	0	11	11	monoallelic	0.0	F7cl15_1	escape	sporadic up
TCEANC	F7cl15	0	14	14	monoallelic	0.0	F7cl15_2	escape	sporadic up
TCEANC	F7cl15	0	17	17	monoallelic	0.0	F7cl15_3	escape	sporadic up
TCEANC	F7cl4	0	22	22	monoallelic	0.0	F7cl4_1	escape	sporadic up
TCEANC	F7cl4	0	16	16	monoallelic	0.0	F7cl4_2	escape	sporadic up
TFE3	F7cl15	373	0	373	monoallelic	0.0	F7cl15_1	inactive	unchanged
TFE3	F7cl15	301	0	301	monoallelic	0.0	F7cl15_2	inactive	unchanged
TFE3	F7cl15	359	0	359	monoallelic	0.0	F7cl15_3	inactive	unchanged
TFE3	F7cl4	301	0	301	monoallelic	0.0	F7cl4_1	inactive	unchanged
TFE3	F7cl4	373	0	373	monoallelic	0.0	F7cl4_2	inactive	unchanged
TFE3	F7cl4	292	0	292	monoallelic	0.0	F7cl4_3	inactive	unchanged
THOC2	F002	224	0	224	monoallelic	0.0	F002_1	inactive	sporadic down
THOC2	F002	197	0	197	monoallelic	0.0	F002_2	inactive	sporadic down
THOC2	F002	242	0	242	monoallelic	0.0	F002_3	inactive	sporadic down
TIMM17B	ASD	0	995	995	monoallelic	0.0	ASD_1	inactive	unchanged
TIMM17B	ASD	0	886	886	monoallelic	0.0	ASD_2	inactive	unchanged
TIMM17B	ASD	0	1090	1090	monoallelic	0.0	ASD_3	inactive	unchanged
TIMM17B	F7cl15	884	0	884	monoallelic	0.0	F7cl15_1	inactive	unchanged
TIMM17B	F7cl15	830	0	830	monoallelic	0.0	F7cl15_2	inactive	unchanged
TIMM17B	F7cl15	821	0	821	monoallelic	0.0	F7cl15_3	inactive	unchanged
TIMM17B	F7cl4	1093	0	1093	monoallelic	0.0	F7cl4_1	inactive	unchanged
TIMM17B	F7cl4	909	0	909	monoallelic	0.0	F7cl4_2	inactive	unchanged
TIMM17B	F7cl4	860	0	860	monoallelic	0.0	F7cl4_3	inactive	unchanged
TIMP1	CD	0	326	326	monoallelic	0.0	CD_1	variable	sporadic up
TIMP1	CD	1	279	280	monoallelic	0.003571429	CD_2	variable	sporadic up
TIMP1	CD	0	221	221	monoallelic	0.0	CD_3	variable	sporadic up
TIMP1	CE	218	0	218	monoallelic	0.0	CE_1	variable	sporadic up
TIMP1	CE	221	0	221	monoallelic	0.0	CE_2	variable	sporadic up
TIMP1	CE	237	0	237	monoallelic	0.0	CE_3	variable	sporadic up
TIMP1	F7cl15	161	0	161	monoallelic	0.0	F7cl15_1	variable	sporadic up
TIMP1	F7cl15	154	0	154	monoallelic	0.0	F7cl15_2	variable	sporadic up
TIMP1	F7cl15	172	0	172	monoallelic	0.0	F7cl15_3	variable	sporadic up
TIMP1	F7cl4	197	0	197	monoallelic	0.0	F7cl4_1	variable	sporadic up
TIMP1	F7cl4	231	0	231	monoallelic	0.0	F7cl4_2	variable	sporadic up
TIMP1	F7cl4	211	0	211	monoallelic	0.0	F7cl4_3	variable	sporadic up
TMEM185A	CD	11	0	11	monoallelic	0.0	CD_2		sporadic down
TMEM185A	CD	12	0	12	monoallelic	0.0	CD_3		sporadic down
TMEM185A	CE	0	16	16	monoallelic	0.0	CE_1		sporadic down
TMEM185A	F002	0	11	11	monoallelic	0.0	F002_1		sporadic down
TMEM185A	F002	0	12	12	monoallelic	0.0	F002_2		sporadic down
TMEM187	ASD	5	17	22	in-between	0.227272727	ASD_1	inactive	sporadic up
TMEM187	ASD	13	12	25	in-between	0.48	ASD_2	inactive	sporadic up
TMEM187	ASD	13	28	41	in-between	0.317073171	ASD_3	inactive	sporadic up
TMEM187	F002	35	0	35	monoallelic	0.0	F002_1	inactive	sporadic up
TMEM187	F002	41	0	41	monoallelic	0.0	F002_2	inactive	sporadic up
TMEM187	F002	30	0	30	monoallelic	0.0	F002_3	inactive	sporadic up
TRAPPC2	ASD	10	0	10	monoallelic	0.0	ASD_1	escape	sporadic up
TRAPPC2	CD	2	8	10	in-between	0.2	CD_3	escape	sporadic up
TRAPPC2	CE	6	4	10	biallelic	0.4	CE_1	escape	sporadic up
TRAPPC2	CE	10	7	17	biallelic	0.411764706	CE_3	escape	sporadic up
TRMT2B	CD	54	0	54	monoallelic	0.0	CD_1	inactive	unchanged
TRMT2B	CD	49	0	49	monoallelic	0.0	CD_2	inactive	unchanged
TRMT2B	CD	33	0	33	monoallelic	0.0	CD_3	inactive	unchanged
TRMT2B	CE	0	54	54	monoallelic	0.0	CE_1	inactive	unchanged
TRMT2B	CE	0	53	53	monoallelic	0.0	CE_2	inactive	unchanged
TRMT2B	CE	0	59	59	monoallelic	0.0	CE_3	inactive	unchanged
TRMT2B	F002	58	0	58	monoallelic	0.0	F002_1	inactive	unchanged
TRMT2B	F002	68	0	68	monoallelic	0.0	F002_2	inactive	unchanged
TRMT2B	F002	66	0	66	monoallelic	0.0	F002_3	inactive	unchanged
TRMT2B	F7cl15	70	0	70	monoallelic	0.0	F7cl15_1	inactive	unchanged
TRMT2B	F7cl15	36	0	36	monoallelic	0.0	F7cl15_2	inactive	unchanged
TRMT2B	F7cl15	49	0	49	monoallelic	0.0	F7cl15_3	inactive	unchanged
TRMT2B	F7cl4	54	0	54	monoallelic	0.0	F7cl4_1	inactive	unchanged
TRMT2B	F7cl4	29	0	29	monoallelic	0.0	F7cl4_2	inactive	unchanged
TRMT2B	F7cl4	29	0	29	monoallelic	0.0	F7cl4_3	inactive	unchanged
TSIX	ASD	0	327	327	monoallelic	0.0	ASD_1	inactive	consistent down
TSIX	ASD	0	243	243	monoallelic	0.0	ASD_2	inactive	consistent down
TSIX	ASD	0	362	362	monoallelic	0.0	ASD_3	inactive	consistent down
TSIX	F002	11	0	11	monoallelic	0.0	F002_1	inactive	consistent down
TSIX	F002	10	0	10	monoallelic	0.0	F002_2	inactive	consistent down
TSIX	F002	12	0	12	monoallelic	0.0	F002_3	inactive	consistent down
TSPAN6	ASD	0	928	928	monoallelic	0.0	ASD_1	inactive	sporadic down
TSPAN6	ASD	0	838	838	monoallelic	0.0	ASD_2	inactive	sporadic down
TSPAN6	ASD	0	747	747	monoallelic	0.0	ASD_3	inactive	sporadic down
TSPAN6	CD	861	192	1053	in-between	0.182336182	CD_1	inactive	sporadic down
TSPAN6	CD	652	163	815	in-between	0.2	CD_2	inactive	sporadic down
TSPAN6	CD	775	162	937	in-between	0.172892209	CD_3	inactive	sporadic down
TSPAN6	CE	0	628	628	monoallelic	0.0	CE_1	inactive	sporadic down
TSPAN6	CE	0	704	704	monoallelic	0.0	CE_2	inactive	sporadic down
TSPAN6	CE	1	717	718	monoallelic	0.001392758	CE_3	inactive	sporadic down
TSPAN6	F002	0	471	471	monoallelic	0.0	F002_1	inactive	sporadic down
TSPAN6	F002	0	434	434	monoallelic	0.0	F002_2	inactive	sporadic down
TSPAN6	F002	0	560	560	monoallelic	0.0	F002_3	inactive	sporadic down
TSPAN6	F7cl15	865	0	865	monoallelic	0.0	F7cl15_1	inactive	sporadic down
TSPAN6	F7cl15	1048	0	1048	monoallelic	0.0	F7cl15_2	inactive	sporadic down
TSPAN6	F7cl15	809	1	810	monoallelic	0.001234568	F7cl15_3	inactive	sporadic down
TSPAN6	F7cl4	932	0	932	monoallelic	0.0	F7cl4_1	inactive	sporadic down
TSPAN6	F7cl4	874	0	874	monoallelic	0.0	F7cl4_2	inactive	sporadic down
TSPAN6	F7cl4	939	0	939	monoallelic	0.0	F7cl4_3	inactive	sporadic down
TSR2	CD	141	0	141	monoallelic	0.0	CD_1	inactive	unchanged
TSR2	CD	138	0	138	monoallelic	0.0	CD_2	inactive	unchanged
TSR2	CD	130	0	130	monoallelic	0.0	CD_3	inactive	unchanged
TSR2	CE	0	129	129	monoallelic	0.0	CE_1	inactive	unchanged
TSR2	CE	0	140	140	monoallelic	0.0	CE_2	inactive	unchanged
TSR2	CE	0	120	120	monoallelic	0.0	CE_3	inactive	unchanged
TXLNG	ASD	119	310	429	in-between	0.277389277	ASD_1	escape	consistent up
TXLNG	ASD	100	286	386	in-between	0.259067358	ASD_2	escape	consistent up
TXLNG	ASD	102	260	362	in-between	0.281767956	ASD_3	escape	consistent up
TXLNG	CD	231	310	541	biallelic	0.426987061	CD_1	escape	consistent up
TXLNG	CD	249	296	545	biallelic	0.456880734	CD_2	escape	consistent up
TXLNG	CD	252	314	566	biallelic	0.445229682	CD_3	escape	consistent up
TXLNG	CE	155	187	342	biallelic	0.453216374	CE_1	escape	consistent up
TXLNG	CE	188	208	396	biallelic	0.474747475	CE_2	escape	consistent up
TXLNG	CE	238	224	462	biallelic	0.484848485	CE_3	escape	consistent up
TXLNG	F7cl15	292	72	364	in-between	0.197802198	F7cl15_1	escape	consistent up
TXLNG	F7cl15	293	90	383	in-between	0.234986945	F7cl15_2	escape	consistent up
TXLNG	F7cl15	288	107	395	in-between	0.270886076	F7cl15_3	escape	consistent up
TXLNG	F7cl4	269	264	533	biallelic	0.495309568	F7cl4_1	escape	consistent up
TXLNG	F7cl4	275	291	566	biallelic	0.485865724	F7cl4_2	escape	consistent up
TXLNG	F7cl4	258	278	536	biallelic	0.481343284	F7cl4_3	escape	consistent up
U52111.1	F002	0	20	20	monoallelic	0.0	F002_1		unchanged
U52111.1	F002	0	18	18	monoallelic	0.0	F002_2		unchanged
U52111.1	F002	0	17	17	monoallelic	0.0	F002_3		unchanged
U52111.1	F7cl15	0	19	19	monoallelic	0.0	F7cl15_1		unchanged
U52111.1	F7cl15	0	12	12	monoallelic	0.0	F7cl15_2		unchanged
U52111.1	F7cl15	0	16	16	monoallelic	0.0	F7cl15_3		unchanged
U52111.1	F7cl4	0	17	17	monoallelic	0.0	F7cl4_1		unchanged
U52111.1	F7cl4	0	10	10	monoallelic	0.0	F7cl4_3		unchanged
USP51	CD	10	0	10	monoallelic	0.0	CD_1		sporadic up
USP51	CE	0	13	13	monoallelic	0.0	CE_2		sporadic up
USP51	CE	0	20	20	monoallelic	0.0	CE_3		sporadic up
WDR44	CD	66	82	148	biallelic	0.445945946	CD_1	inactive	sporadic up
WDR44	CD	77	76	153	biallelic	0.496732026	CD_2	inactive	sporadic up
WDR44	CD	68	99	167	biallelic	0.407185629	CD_3	inactive	sporadic up
WDR44	CE	57	0	57	monoallelic	0.0	CE_1	inactive	sporadic up
WDR44	CE	61	0	61	monoallelic	0.0	CE_2	inactive	sporadic up
WDR44	CE	54	0	54	monoallelic	0.0	CE_3	inactive	sporadic up
XIAP	ASD	0	50	50	monoallelic	0.0	ASD_1	inactive	unchanged
XIAP	ASD	0	44	44	monoallelic	0.0	ASD_2	inactive	unchanged
XIAP	ASD	0	60	60	monoallelic	0.0	ASD_3	inactive	unchanged
XIAP	CD	36	7	43	in-between	0.162790698	CD_1	inactive	unchanged
XIAP	CD	52	14	66	in-between	0.212121212	CD_2	inactive	unchanged
XIAP	CD	59	11	70	in-between	0.157142857	CD_3	inactive	unchanged
XIAP	CE	0	39	39	monoallelic	0.0	CE_1	inactive	unchanged
XIAP	CE	0	66	66	monoallelic	0.0	CE_2	inactive	unchanged
XIAP	CE	0	55	55	monoallelic	0.0	CE_3	inactive	unchanged
XIAP	F7cl15	0	77	77	monoallelic	0.0	F7cl15_1	inactive	unchanged
XIAP	F7cl15	0	75	75	monoallelic	0.0	F7cl15_2	inactive	unchanged
XIAP	F7cl15	0	68	68	monoallelic	0.0	F7cl15_3	inactive	unchanged
XIAP	F7cl4	0	51	51	monoallelic	0.0	F7cl4_1	inactive	unchanged
XIAP	F7cl4	0	60	60	monoallelic	0.0	F7cl4_2	inactive	unchanged
XIAP	F7cl4	0	71	71	monoallelic	0.0	F7cl4_3	inactive	unchanged
XIST	ASD	0	327	327	monoallelic	0.0	ASD_1	inactive	consistent down
XIST	ASD	0	243	243	monoallelic	0.0	ASD_2	inactive	consistent down
XIST	ASD	0	362	362	monoallelic	0.0	ASD_3	inactive	consistent down
XIST	F002	11	0	11	monoallelic	0.0	F002_1	inactive	consistent down
XIST	F002	10	0	10	monoallelic	0.0	F002_2	inactive	consistent down
XIST	F002	12	0	12	monoallelic	0.0	F002_3	inactive	consistent down
Z69733.1	F002	24	0	24	monoallelic	0.0	F002_1		unchanged
Z69733.1	F002	17	1	18	monoallelic	0.055555556	F002_2		unchanged
Z69733.1	F002	15	0	15	monoallelic	0.0	F002_3		unchanged
Z69733.1	F7cl15	0	15	15	monoallelic	0.0	F7cl15_1		unchanged
Z69733.1	F7cl4	0	18	18	monoallelic	0.0	F7cl4_1		unchanged
Z69733.1	F7cl4	0	20	20	monoallelic	0.0	F7cl4_2		unchanged
Z69733.1	F7cl4	0	14	14	monoallelic	0.0	F7cl4_3		unchanged
Z84466.1	CD	0	326	326	monoallelic	0.0	CD_1		
Z84466.1	CD	1	279	280	monoallelic	0.003571429	CD_2		
Z84466.1	CD	0	221	221	monoallelic	0.0	CD_3		
Z84466.1	CE	218	0	218	monoallelic	0.0	CE_1		
Z84466.1	CE	221	0	221	monoallelic	0.0	CE_2		
Z84466.1	CE	237	0	237	monoallelic	0.0	CE_3		
Z84466.1	F7cl15	161	0	161	monoallelic	0.0	F7cl15_1		
Z84466.1	F7cl15	154	0	154	monoallelic	0.0	F7cl15_2		
Z84466.1	F7cl15	172	0	172	monoallelic	0.0	F7cl15_3		
Z84466.1	F7cl4	197	0	197	monoallelic	0.0	F7cl4_1		
Z84466.1	F7cl4	231	0	231	monoallelic	0.0	F7cl4_2		
Z84466.1	F7cl4	211	0	211	monoallelic	0.0	F7cl4_3		
ZNF157	ASD	10	0	10	monoallelic	0.0	ASD_1	variable	unchanged
ZNF185	CD	35	0	35	monoallelic	0.0	CD_1	inactive	unchanged
ZNF185	CD	19	0	19	monoallelic	0.0	CD_2	inactive	unchanged
ZNF185	CD	38	0	38	monoallelic	0.0	CD_3	inactive	unchanged
ZNF185	CE	0	30	30	monoallelic	0.0	CE_1	inactive	unchanged
ZNF185	CE	0	24	24	monoallelic	0.0	CE_2	inactive	unchanged
ZNF185	CE	0	48	48	monoallelic	0.0	CE_3	inactive	unchanged
ZNF185	F7cl15	0	36	36	monoallelic	0.0	F7cl15_1	inactive	unchanged
ZNF185	F7cl15	0	12	12	monoallelic	0.0	F7cl15_2	inactive	unchanged
ZNF185	F7cl15	0	23	23	monoallelic	0.0	F7cl15_3	inactive	unchanged
ZNF185	F7cl4	0	29	29	monoallelic	0.0	F7cl4_1	inactive	unchanged
ZNF185	F7cl4	0	25	25	monoallelic	0.0	F7cl4_2	inactive	unchanged
ZNF185	F7cl4	0	25	25	monoallelic	0.0	F7cl4_3	inactive	unchanged
ZNF280C	ASD	35	0	35	monoallelic	0.0	ASD_1	variable	unchanged
ZNF280C	ASD	44	0	44	monoallelic	0.0	ASD_2	variable	unchanged
ZNF280C	ASD	41	0	41	monoallelic	0.0	ASD_3	variable	unchanged
ZNF280C	CD	14	27	41	biallelic	0.341463415	CD_1	variable	unchanged
ZNF280C	CD	17	17	34	biallelic	0.5	CD_2	variable	unchanged
ZNF280C	CD	19	27	46	biallelic	0.413043478	CD_3	variable	unchanged
ZNF280C	CE	49	0	49	monoallelic	0.0	CE_1	variable	unchanged
ZNF280C	CE	38	0	38	monoallelic	0.0	CE_2	variable	unchanged
ZNF280C	CE	42	0	42	monoallelic	0.0	CE_3	variable	unchanged
ZNF280C	F002	0	40	40	monoallelic	0.0	F002_1	variable	unchanged
ZNF280C	F002	0	29	29	monoallelic	0.0	F002_2	variable	unchanged
ZNF280C	F002	0	36	36	monoallelic	0.0	F002_3	variable	unchanged
ZNF41	ASD	0	29	29	monoallelic	0.0	ASD_1	inactive	unchanged
ZNF41	ASD	0	25	25	monoallelic	0.0	ASD_2	inactive	unchanged
ZNF41	ASD	0	11	11	monoallelic	0.0	ASD_3	inactive	unchanged
ZNF41	F002	17	0	17	monoallelic	0.0	F002_1	inactive	unchanged
ZNF41	F002	10	0	10	monoallelic	0.0	F002_2	inactive	unchanged
ZNF449	ASD	0	35	35	monoallelic	0.0	ASD_1	inactive	unchanged
ZNF449	ASD	0	23	23	monoallelic	0.0	ASD_2	inactive	unchanged
ZNF449	ASD	0	32	32	monoallelic	0.0	ASD_3	inactive	unchanged
ZNF449	F002	0	27	27	monoallelic	0.0	F002_1	inactive	unchanged
ZNF449	F002	1	32	33	monoallelic	0.03030303	F002_2	inactive	unchanged
ZNF449	F002	0	25	25	monoallelic	0.0	F002_3	inactive	unchanged
